reflux_ratio,feed_temp_k,feed_comp_mol,vapor_flow,pressure_bar,efficiency_pct
2.8108904159657686,346.1705683735906,0.5287983513134371,359.3027816311288,3.8810716957895823,42.33794344024967
4.827500072434707,344.6978799072,0.6221729317199944,168.9545448420665,3.749132017652511,67.3132672448041
4.061978796339918,410.6254580521037,0.6040643719160637,448.95782534192597,1.3830167946534306,89.24070909208513
3.595304694689628,344.9546199849506,0.36155996187750944,345.2464956276966,4.690289619623201,52.682345722865676
2.046065241548528,347.1949726128631,0.3596997878965895,162.8815534227817,3.2738888086272784,40.0
2.045980821176709,395.93982624179637,0.4072697470979653,484.93522299248275,2.454902084542737,48.55405594398546
1.703292642588698,364.973984245054,0.44442989053641485,307.3461853341282,4.026154333981227,40.0
4.531616510212273,397.67105569551813,0.463382232563393,129.159380748662,2.029461833606536,85.00400792975627
3.6039025411012306,326.53661575643855,0.5718788867333381,350.7331617660269,3.7740393481852816,53.22278201103431
3.9782540222861593,368.7571193673384,0.32267217286633415,201.2795628051241,1.1588448302889889,74.17252837758427
1.5720457300353086,323.36136001832824,0.31386908169042654,421.477380750921,4.357632150437087,40.0
4.89468448256698,326.26532034553543,0.4567642251775636,427.1288294264763,2.792683388085274,70.492004871038
4.413549242801476,410.64374533444106,0.5788654768551922,491.5789423418647,3.546771657431767,88.26583316149403
2.2431868873739664,333.9245371117595,0.377374137182593,300.7478124098015,1.8849512792267347,40.0
2.136387385224852,373.2420682275217,0.5566017925025006,281.98275189109484,3.708294850633792,40.0
2.1419157844870185,361.1095602600707,0.4039312551761198,401.39024217859225,4.088961103573107,40.0
2.5648478503583823,354.7343326258843,0.6544344435254065,152.98826253677063,2.892852747537595,42.48204825511205
3.336647510712832,409.98333456872723,0.6582759777066466,318.76620551724966,3.470907696247177,72.06915614950427
3.0118075652474054,322.18233967754895,0.41891488171253055,318.4990400523404,2.8253036952895942,41.75644426916366
2.5193019906931466,386.37896861755894,0.39199750158529617,135.78924912415488,4.576365477031382,49.189369745610506
3.641485131528328,416.33944342135504,0.46452158882649247,267.19363420276545,2.9914767220572767,82.52411161668431
1.9882285122821464,376.0168183461842,0.3962126340720595,441.3139194268808,4.3672348361152755,40.0
2.5225062698732637,413.6822462033092,0.5689535373166814,442.46144879786414,4.205408233080995,57.88568110947669
2.7822664515279207,325.22578792860236,0.6304258738193143,139.6950659678724,2.642019285393426,41.19495109586338
3.0962449447596256,361.87933190741614,0.5692368523644868,136.28835309913234,1.9203379674299002,55.77147865141207
4.2481158648755475,346.0157790962051,0.6297401788997398,205.0781908007741,2.624328530239084,67.48363681603958
2.1988582375542594,393.082096498073,0.45879686488298965,449.9064250215974,4.30486950310088,45.59012504231062
3.2998205344476403,418.1297090497247,0.36252678828354434,151.5610340293996,1.9105301432775694,76.6901720802799
3.5734509910171486,345.6530062444248,0.5951803789590369,387.9987210509785,3.0977453834309974,59.30219088643539
1.662576444519992,385.41746014740744,0.4441898020566215,140.4662478452413,4.22438699184299,40.0
3.6264069816550344,339.80976327597403,0.5685083300916529,349.25514149913016,2.413909900513515,59.8917491817143
2.0968344329055206,376.533025457161,0.40825757679270624,242.4269196476579,3.5688385480107896,42.118380619019284
1.7276805754484783,366.3932486688336,0.33249185392266906,415.5655851863468,1.982526296195258,40.0
4.821099380386666,417.2005329631537,0.6970327181951053,193.47617953014543,1.4371177814726397,95.0
4.879712115760958,380.85272726964666,0.3624806031722397,355.68073175598397,4.177536900371425,81.52045074395596
4.329390718407614,354.9506372086819,0.6953683975853924,194.273013830354,1.3958744936348273,73.68322984747259
2.5661481921067972,331.40957848879333,0.6909119730265789,385.4641132448615,2.0855255803183383,40.0
1.8418523990223434,335.12468287349344,0.6175272415632158,449.4712138242995,4.420437687989761,40.0
3.894815592792549,342.53169299512354,0.563769184832799,150.720719650704,2.385877148314669,64.05974952830405
3.0405337280886044,345.0966661340298,0.5311228201004339,446.6382754382014,4.892181398056644,47.11976558523989
1.9271338219567258,405.0616057841138,0.6464406181511339,337.4301017657192,4.918937339095439,40.0
3.2331191853894454,376.1222788282525,0.4157758086477952,150.84419634680958,2.073104081814227,63.18877041494343
1.6203598239032644,372.33909113743664,0.4870724849939508,271.0167421438848,1.1639128889995618,40.0
4.682621407275738,331.4768871869218,0.5477559877466007,164.34411739403916,3.8202531368215165,64.95738657998628
